,0
528,0
529,0
530,0
531,0
532,0
533,0
534,0
535,0
536,0
537,0
538,0
539,0
540,0
541,0
542,0
543,1
544,0
545,0
546,1
547,0
548,0
549,0
550,0
551,0
552,0
553,0
554,1
555,0
556,1
557,1
558,0
559,0
560,0
561,0
562,0
563,1
564,0
565,0
566,0
567,0
568,0
569,0
570,0
571,0
572,0
573,0
574,0
575,0
576,2
577,-1
578,0
579,0
580,0
581,0
582,2
583,0
584,0
585,2
586,0
587,0
588,0
589,0
590,0
591,0
592,0
593,0
594,0
595,1
596,0
597,0
598,0
599,0
600,4
601,0
602,0
603,0
604,-1
605,1
606,1
607,-1
608,0
609,0
610,0
611,4
612,-1
613,0
614,0
615,0
616,0
617,1
618,1
619,0
620,0
621,0
622,0
623,0
624,0
625,1
626,0
627,0
628,0
629,4
630,0
631,0
632,1
633,0
634,0
635,0
636,1
637,0
638,0
639,0
640,1
641,0
642,1
643,1
644,0
645,1
646,1
647,1
648,0
649,0
650,1
651,0
652,0
653,0
654,0
655,0
656,1
657,0
658,0
659,1
660,0
661,0
662,0
663,0
664,1
665,0
666,1
667,0
668,1
669,0
670,1
671,0
672,0
673,0
674,0
675,0
676,0
677,1
678,0
679,-1
680,0
681,0
682,0
683,0
684,0
685,1
686,0
687,0
688,0
689,0
690,0
691,0
692,0
693,0
694,0
695,1
696,1
697,0
698,0
699,0
700,1
701,0
702,0
703,0
704,0
705,0
706,1
707,0
708,0
709,0
710,0
711,1
712,-1
713,0
714,1
715,0
716,0
717,0
718,0
719,1
720,0
721,0
722,0
723,1
724,0
725,0
726,0
727,4
728,0
729,0
730,1
731,0
732,0
733,0
734,1
735,0
736,0
737,0
738,0
739,0
740,0
741,0
742,0
743,0
744,1
745,0
746,1
747,0
748,0
749,0
750,1
751,0
752,0
753,1
754,0
755,0
756,0
757,0
758,1
759,0
760,1
761,0
762,0
763,1
764,5
765,0
766,0
767,0
768,0
769,1
770,0
771,0
772,0
773,1
774,0
775,0
776,0
777,0
778,0
779,0
780,0
781,0
782,-1
783,1
784,0
785,0
786,1
787,-1
788,0
789,0
790,0
791,1
792,0
793,0
794,0
795,0
796,0
797,0
798,0
799,0
800,0
801,1
802,0
803,1
804,0
805,0
806,1
807,1
808,0
809,0
810,1
811,0
812,0
813,1
814,1
815,0
816,0
817,0
818,0
819,1
820,0
821,0
822,0
823,0
824,0
825,0
826,0
827,4
828,0
829,0
830,0
831,0
832,0
833,1
834,-1
835,0
836,0
837,0
838,0
839,0
840,0
841,0
842,6
843,0
844,0
845,0
846,1
847,0
848,0
849,1
850,1
851,-1
852,0
853,0
854,0
855,0
856,2
857,-1
858,0
859,-1
860,1
861,0
862,6
863,0
864,0
865,0
866,1
867,0
868,6
869,0
870,1
871,0
872,1
873,-1
874,1
875,0
876,1
877,1
878,0
879,1
880,0
881,6
882,0
883,1
884,1
885,6
886,0
887,0
888,0
889,0
890,1
891,1
892,0
893,1
894,1
895,1
896,0
897,0
898,0
899,0
900,0
901,0
902,6
903,0
904,1
905,1
906,0
907,0
908,7
909,1
910,0
911,0
912,0
913,-1
914,1
915,0
916,0
917,1
918,1
919,0
920,1
921,1
922,0
923,1
924,0
925,1
926,0
927,0
928,0
929,0
930,1
931,0
932,0
933,0
934,1
935,0
936,0
937,1
938,0
939,0
940,0
941,1
942,0
943,1
944,0
945,1
946,4
947,0
948,0
949,1
950,1
951,0
952,0
953,0
954,0
955,0
956,0
957,0
958,0
959,1
960,1
961,0
962,1
963,-1
964,1
965,0
966,0
967,0
968,1
969,1
970,-1
971,0
972,0
973,0
974,1
975,0
976,0
977,0
978,1
979,1
980,0
981,0
982,0
983,1
984,0
985,0
986,0
987,0
988,1
989,0
990,0
991,0
992,0
993,0
994,1
995,1
996,0
997,1
998,0
999,0
1000,0
1001,0
1002,0
1003,1
1004,1
1005,1
1006,0
1007,0
1008,0
1009,0
1010,0
1011,0
1012,0
1013,0
1014,1
1015,0
1016,0
1017,-1
1018,0
1019,0
1020,0
1021,1
1022,0
1023,0
1024,0
1025,0
1026,0
1027,7
1028,0
1029,0
1030,1
1031,0
1032,0
1033,1
1034,0
1035,0
1036,0
1037,0
1038,0
1039,0
1040,0
1041,0
1042,0
1043,0
1044,0
1045,7
1046,0
1047,0
1048,1
1049,0
1050,1
1051,0
1052,0
1053,0
1054,0
1055,0
1056,7
1057,0
1058,0
1059,0
1060,0
1061,0
1062,0
1063,0
1064,7
1065,0
1066,1
1067,0
1068,0
1069,0
1070,0
1071,0
1072,0
1073,0
1074,0
1075,0
1076,0
1077,0
1078,0
1079,1
1080,0
1081,1
1082,0
1083,0
1084,0
1085,-1
1086,0
1087,0
1088,0
1089,0
1090,1
1091,0
1092,1
1093,0
1094,0
1095,0
1096,0
1097,0
1098,0
1099,0
1100,1
1101,0
1102,0
1103,0
1104,0
1105,1
1106,0
1107,0
1108,0
1109,0
1110,0
1111,0
1112,0
1113,0
1114,0
1115,0
1116,0
1117,0
1118,0
1119,0
1120,0
1121,0
1122,0
1123,0
1124,0
1125,0
1126,0
1127,0
1128,0
1129,0
1130,0
1131,0
1132,1
1133,0
1134,0
1135,1
1136,0
1137,0
1138,0
1139,0
1140,0
1141,1
1142,0
1143,1
1144,0
1145,0
1146,1
1147,0
1148,-1
1149,7
1150,1
1151,0
1152,0
1153,1
1154,1
1155,0
1156,1
1157,1
1158,0
1159,1
1160,2
1161,5
1162,1
1163,0
1164,0
1165,0
1166,1
1167,0
1168,0
1169,0
1170,3
1171,0
1172,0
1173,1
1174,0
1175,0
1176,0
1177,1
1178,0
1179,1
1180,1
1181,1
1182,1
1183,2
1184,1
1185,0
1186,0
1187,1
1188,4
1189,0
1190,0
1191,1
1192,0
1193,0
1194,0
1195,1
1196,0
1197,4
1198,0
1199,0
1200,0
1201,1
1202,-1
1203,0
1204,0
1205,0
1206,0
1207,0
1208,-1
1209,-1
1210,0
1211,0
1212,0
1213,0
1214,0
1215,0
1216,1
1217,1
1218,0
1219,0
1220,1
1221,1
1222,0
1223,1
1224,0
1225,0
1226,1
1227,1
1228,0
1229,0
1230,0
1231,-1
1232,1
1233,0
1234,0
1235,1
1236,0
1237,0
1238,0
1239,0
1240,1
1241,1
1242,0
1243,0
1244,2
1245,0
1246,5
1247,1
1248,0
1249,0
1250,4
1251,0
1252,0
1253,0
1254,0
1255,1
1256,0
1257,7
1258,0
1259,0
1260,0
1261,0
1262,0
1263,1
1264,0
1265,0
1266,0
1267,0
1268,0
1269,1
1270,0
1271,0
1272,0
1273,0
1274,1
1275,0
1276,1
1277,1
1278,1
1279,1
1280,1
1281,0
1282,0
1283,-1
1284,0
1285,0
1286,0
1287,0
1288,0
1289,0
1290,-1
1291,-1
1292,1
1293,0
1294,1
1295,0
1296,0
1297,0
1298,0
1299,-1
1300,1
1301,0
1302,0
1303,0
1304,6
1305,1
1306,1
1307,5
1308,2
1309,1
1310,0
1311,-1
1312,1
1313,0
1314,-1
1315,-1
1316,1
1317,-1
1318,0
1319,1
1320,0
1321,0
1322,3
1323,1
1324,0
1325,0
1326,1
1327,0
1328,0
1329,0
1330,1
1331,1
1332,1
1333,0
1334,0
1335,0
1336,1
1337,0
1338,1
1339,0
1340,0
1341,0
1342,-1
1343,1
1344,0
1345,1
1346,1
1347,1
1348,0
1349,0
1350,1
1351,1
1352,1
1353,0
1354,0
1355,0
1356,0
1357,0
1358,0
1359,0
1360,0
1361,0
1362,0
1363,1
1364,0
1365,0
1366,0
1367,0
1368,0
1369,0
1370,1
1371,1
1372,0
1373,1
1374,1
1375,0
1376,1
1377,1
1378,6
1379,0
1380,0
1381,0
1382,0
1383,1
1384,0
1385,0
1386,0
1387,0
1388,0
1389,0
1390,1
1391,0
1392,1
1393,0
1394,0
1395,1
1396,1
1397,0
1398,0
1399,0
1400,0
1401,0
1402,0
1403,0
1404,1
1405,1
1406,1
1407,1
1408,1
1409,0
1410,0
1411,0
1412,1
1413,0
1414,0
1415,1
1416,0
1417,1
1418,0
1419,1
1420,1
1421,0
1422,-1
1423,0
1424,0
1425,0
1426,0
1427,0
1428,0
1429,0
1430,1
1431,0
1432,0
1433,1
1434,1
1435,1
1436,1
1437,1
1438,0
1439,0
1440,0
1441,0
1442,1
1443,0
1444,1
1445,0
1446,0
1447,0
1448,0
1449,1
1450,0
1451,0
1452,4
1453,0
1454,0
1455,0
1456,0
1457,0
1458,1
1459,0
1460,0
1461,0
1462,0
1463,0
1464,0
1465,1
1466,0
1467,1
1468,0
1469,0
1470,0
1471,0
1472,0
1473,0
1474,0
1475,0
1476,0
1477,0
1478,0
1479,0
1480,0
1481,0
1482,1
1483,0
1484,1
1485,0
1486,1
1487,-1
1488,0
1489,0
1490,1
1491,1
1492,0
1493,1
1494,0
1495,0
1496,1
1497,0
1498,0
1499,7
1500,7
1501,1
1502,0
1503,0
1504,0
1505,0
1506,0
1507,1
1508,0
1509,0
1510,0
1511,0
1512,0
1513,0
1514,1
1515,0
1516,1
1517,0
1518,1
1519,0
1520,0
1521,0
1522,1
1523,1
1524,0
1525,0
1526,0
1527,0
1528,0
1529,0
1530,0
1531,0
1532,0
1533,0
1534,0
1535,0
1536,1
1537,0
1538,0
1539,0
1540,0
1541,0
1542,5
1543,1
1544,1
1545,0
1546,0
1547,0
1548,1
1549,0
1550,1
1551,1
1552,1
1553,1
1554,0
1555,0
1556,0
1557,0
1558,0
1559,0
1560,0
1561,1
1562,1
1563,1
1564,0
1565,0
1566,0
1567,0
1568,0
1569,1
1570,0
1571,0
1572,1
1573,7
1574,1
1575,0
1576,0
1577,0
1578,0
1579,0
1580,0
1581,0
1582,0
1583,1
1584,1
1585,0
1586,1
1587,1
1588,0
1589,0
1590,0
1591,1
1592,0
1593,0
1594,0
1595,1
1596,0
1597,0
1598,0
1599,1
1600,0
1601,0
1602,0
1603,0
1604,1
1605,0
1606,0
1607,0
1608,0
1609,0
1610,0
1611,4
1612,0
1613,-1
1614,1
1615,0
1616,0
1617,-1
1618,0
1619,1
1620,0
1621,0
1622,0
1623,-1
1624,0
1625,0
1626,0
1627,0
1628,1
1629,1
1630,0
1631,0
1632,0
1633,-1
1634,0
1635,1
1636,0
1637,0
1638,0
1639,-1
1640,0
1641,0
1642,7
1643,0
1644,0
1645,0
1646,1
1647,0
1648,0
1649,1
1650,1
1651,0
1652,0
1653,1
1654,0
1655,1
1656,0
1657,0
1658,0
1659,0
1660,0
1661,1
1662,0
1663,1
1664,1
1665,0
1666,-1
1667,0
1668,0
1669,-1
1670,0
1671,1
1672,0
1673,0
1674,1
1675,0
1676,2
1677,0
1678,0
1679,0
1680,0
1681,1
1682,0
1683,0
1684,0
1685,0
1686,0
1687,0
1688,0
1689,0
1690,0
1691,0
1692,0
1693,0
1694,0
1695,0
1696,0
1697,0
1698,0
1699,1
1700,0
1701,0
1702,0
1703,-1
1704,0
1705,3
1706,0
1707,0
1708,0
1709,0
1710,1
1711,-1
1712,1
1713,0
1714,0
1715,0
1716,0
1717,0
1718,0
1719,1
1720,0
1721,1
1722,0
1723,1
1724,0
1725,0
1726,0
1727,1
1728,0
1729,0
1730,-1
1731,0
1732,0
1733,0
1734,0
1735,0
1736,0
1737,0
1738,1
1739,1
1740,0
1741,0
1742,1
1743,1
1744,1
1745,0
1746,0
1747,0
1748,0
1749,0
1750,0
1751,0
1752,0
1753,1
1754,0
1755,1
1756,0
1757,0
1758,0
1759,0
1760,0
1761,0
1762,1
1763,0
1764,0
1765,-1
1766,0
1767,1
1768,1
1769,0
1770,0
1771,0
1772,1
1773,0
1774,0
1775,0
1776,0
1777,1
1778,1
1779,0
1780,1
1781,1
1782,7
1783,0
1784,1
1785,1
1786,4
1787,1
1788,1
1789,1
1790,1
1791,0
1792,0
1793,1
1794,0
1795,0
1796,0
1797,4
1798,0
1799,0
1800,0
1801,0
1802,0
1803,0
1804,0
1805,1
1806,0
1807,0
1808,4
1809,1
1810,1
1811,1
1812,0
1813,0
1814,0
1815,0
1816,0
1817,0
1818,0
1819,0
1820,0
1821,0
1822,0
1823,0
1824,0
1825,0
1826,0
1827,0
1828,1
1829,1
1830,1
1831,0
1832,0
1833,0
1834,0
1835,0
1836,0
1837,1
1838,1
1839,-1
1840,0
1841,0
1842,0
1843,0
1844,0
1845,1
1846,1
1847,0
1848,0
1849,0
1850,0
1851,0
1852,0
1853,0
1854,0
1855,0
1856,1
1857,0
1858,1
1859,0
1860,0
1861,1
1862,-1
1863,1
1864,0
1865,0
1866,0
1867,1
1868,1
1869,1
1870,0
1871,0
1872,0
1873,1
1874,0
1875,0
1876,1
1877,0
1878,5
1879,0
1880,0
1881,1
1882,0
1883,1
1884,1
1885,1
1886,0
1887,-1
1888,0
1889,0
1890,0
1891,1
1892,0
1893,0
1894,0
1895,1
1896,1
1897,0
1898,1
1899,1
1900,1
1901,0
1902,0
1903,-1
1904,-1
1905,0
1906,0
1907,0
1908,0
1909,0
1910,0
1911,0
1912,1
1913,0
1914,0
1915,0
1916,0
1917,0
1918,1
1919,0
1920,4
1921,2
1922,1
1923,0
1924,0
1925,0
1926,0
1927,1
1928,0
1929,0
1930,1
1931,0
1932,1
1933,0
1934,1
1935,0
1936,4
1937,0
1938,0
1939,0
1940,1
1941,0
1942,0
1943,0
1944,0
1945,1
1946,0
1947,0
1948,1
1949,0
1950,1
1951,-1
1952,0
1953,1
1954,0
1955,1
1956,0
1957,4
1958,0
1959,0
1960,0
1961,0
1962,0
1963,0
1964,0
1965,1
1966,0
1967,0
1968,0
1969,0
1970,0
1971,0
1972,0
1973,0
1974,0
1975,0
1976,0
1977,0
1978,0
1979,0
1980,0
1981,0
1982,0
1983,0
1984,1
1985,5
1986,0
1987,0
1988,0
1989,0
1990,0
1991,0
1992,0
1993,0
1994,1
1995,0
1996,0
1997,0
1998,1
1999,1
2000,0
2001,0
2002,0
2003,0
2004,0
2005,0
2006,0
2007,0
2008,0
2009,0
2010,0
2011,0
2012,0
2013,0
2014,0
2015,0
2016,1
2017,6
2018,-1
2019,0
2020,0
2021,0
2022,0
2023,0
2024,0
2025,0
2026,0
2027,0
2028,0
2029,0
2030,0
2031,1
2032,1
2033,1
2034,0
2035,0
2036,0
2037,4
2038,1
2039,-1
2040,0
2041,0
2042,1
2043,0
2044,1
2045,0
2046,-1
2047,0
2048,0
2049,0
2050,0
2051,0
2052,0
2053,0
2054,-1
2055,0
2056,1
2057,0
2058,0
2059,0
2060,0
2061,0
2062,1
2063,0
2064,1
2065,0
2066,0
2067,0
2068,0
2069,3
2070,0
2071,0
2072,1
2073,1
2074,0
2075,0
2076,0
2077,0
2078,0
2079,0
2080,0
2081,1
2082,0
2083,0
2084,0
2085,0
2086,0
2087,0
2088,1
2089,0
2090,0
2091,0
2092,0
2093,0
2094,0
2095,0
2096,0
2097,1
2098,0
2099,1
2100,2
2101,0
2102,0
2103,0
2104,1
2105,1
2106,1
2107,1
2108,0
2109,1
2110,1
2111,0
2112,-1
2113,0
2114,0
2115,0
2116,1
2117,0
2118,1
2119,0
2120,0
2121,0
2122,0
2123,0
2124,0
2125,0
2126,0
2127,0
2128,1
2129,0
2130,0
2131,0
2132,1
2133,0
2134,0
2135,1
2136,1
2137,1
2138,0
2139,0
2140,0
2141,0
2142,-1
2143,0
2144,7
2145,0
2146,0
2147,0
2148,1
2149,0
2150,2
2151,0
2152,1
2153,0
2154,0
2155,0
2156,1
2157,0
2158,1
2159,0
2160,0
2161,1
2162,0
2163,0
2164,0
2165,0
2166,0
2167,0
2168,0
2169,0
2170,0
2171,0
2172,0
2173,0
2174,0
2175,0
2176,2
2177,0
2178,0
2179,0
2180,1
2181,1
2182,0
2183,0
2184,0
2185,0
2186,0
2187,1
2188,0
2189,0
2190,0
2191,-1
2192,0
2193,0
2194,0
2195,0
2196,0
2197,0
2198,-1
2199,0
2200,0
2201,1
2202,0
2203,0
2204,0
2205,0
2206,0
2207,0
2208,0
2209,4
2210,0
2211,0
2212,0
2213,0
2214,0
2215,3
2216,0
2217,1
2218,0
2219,0
2220,0
2221,1
2222,0
2223,1
2224,0
2225,0
2226,0
2227,0
2228,0
2229,0
2230,1
2231,0
2232,0
2233,0
2234,0
2235,0
2236,1
2237,0
2238,0
2239,2
2240,0
2241,0
2242,6
2243,0
2244,0
2245,1
2246,0
2247,1
2248,1
2249,1
2250,0
2251,1
2252,1
2253,0
2254,1
2255,0
2256,0
2257,0
2258,0
2259,1
2260,0
2261,0
2262,0
2263,1
2264,0
2265,0
2266,0
2267,0
2268,1
2269,0
2270,0
2271,4
2272,0
2273,0
2274,0
2275,0
2276,1
2277,1
2278,0
2279,0
2280,1
2281,2
2282,1
2283,1
2284,1
2285,0
2286,1
2287,0
2288,0
2289,0
2290,0
2291,0
2292,1
2293,0
2294,0
2295,0
2296,0
2297,1
2298,1
2299,0
2300,0
2301,1
2302,4
2303,1
2304,0
2305,0
2306,0
2307,0
2308,-1
2309,0
2310,0
2311,1
2312,0
2313,0
2314,3
2315,0
2316,0
2317,0
2318,1
2319,1
2320,0
2321,0
2322,1
2323,1
2324,0
2325,0
2326,0
2327,1
2328,0
2329,0
2330,0
2331,0
2332,0
2333,0
2334,0
2335,0
2336,0
2337,1
2338,0
2339,0
2340,2
2341,-1
2342,0
2343,0
2344,2
2345,-1
2346,0
2347,0
2348,0
2349,0
2350,0
2351,0
2352,0
2353,0
2354,0
2355,0
2356,0
2357,0
2358,1
2359,0
2360,1
2361,0
2362,0
2363,1
2364,0
2365,0
2366,1
2367,1
2368,2
2369,0
2370,1
2371,1
2372,0
2373,1
2374,0
2375,0
2376,0
2377,0
2378,-1
2379,0
2380,1
2381,0
2382,0
2383,0
2384,0
2385,1
2386,0
2387,1
2388,1
2389,0
2390,0
2391,1
2392,0
2393,0
2394,0
2395,0
2396,0
2397,1
2398,0
2399,0
2400,1
2401,0
2402,0
2403,1
2404,1
2405,0
2406,0
2407,0
2408,0
2409,0
2410,1
2411,0
2412,1
2413,-1
2414,0
2415,0
2416,0
2417,1
2418,0
2419,0
2420,0
2421,1
2422,0
2423,0
2424,0
2425,1
2426,0
2427,0
2428,0
2429,0
2430,0
2431,0
2432,1
2433,0
2434,0
2435,0
2436,0
2437,0
2438,0
2439,0
2440,0
2441,0
2442,0
2443,7
2444,0
2445,-1
2446,0
2447,0
2448,0
2449,0
2450,0
2451,0
2452,0
2453,0
2454,0
2455,0
2456,0
2457,1
2458,0
2459,1
2460,1
2461,0
2462,5
2463,2
2464,1
2465,1
2466,0
2467,1
2468,-1
2469,1
2470,1
2471,0
2472,0
2473,0
2474,0
2475,0
2476,1
2477,0
2478,0
2479,0
2480,0
2481,-1
2482,0
2483,0
2484,1
2485,0
2486,0
2487,0
2488,1
2489,0
2490,0
2491,1
2492,0
2493,1
2494,-1
2495,0
2496,1
2497,0
2498,0
2499,1
2500,1
2501,0
2502,0
2503,1
2504,0
2505,0
2506,0
2507,0
2508,0
2509,0
2510,0
2511,1
2512,1
2513,1
2514,0
2515,0
2516,0
2517,0
2518,0
2519,0
2520,0
2521,0
2522,1
2523,0
2524,0
2525,0
2526,0
2527,0
2528,1
2529,0
2530,0
2531,0
2532,0
2533,0
2534,0
2535,0
2536,0
2537,0
2538,0
2539,0
2540,1
2541,0
2542,0
2543,0
2544,1
2545,0
2546,0
2547,1
2548,1
2549,1
2550,1
2551,1
2552,1
2553,1
2554,0
2555,0
2556,0
2557,1
2558,1
2559,0
2560,0
2561,0
2562,0
2563,1
2564,0
2565,0
2566,0
2567,0
2568,0
2569,1
2570,0
2571,1
2572,0
2573,0
2574,0
2575,0
2576,0
2577,1
2578,0
2579,0
2580,1
2581,0
2582,0
2583,0
2584,0
2585,-1
2586,0
2587,0
2588,1
2589,2
2590,0
2591,0
2592,0
2593,0
2594,0
2595,0
2596,0
2597,0
2598,-1
2599,0
2600,1
2601,1
2602,0
2603,0
2604,1
2605,2
2606,0
2607,0
2608,1
2609,2
2610,0
2611,0
2612,0
2613,1
2614,1
2615,0
2616,0
2617,0
2618,0
2619,0
2620,1
2621,0
2622,0
2623,0
2624,1
2625,0
2626,1
2627,0
2628,0
2629,1
2630,0
2631,0
2632,1
2633,1
2634,0
2635,0
2636,-1
2637,2
2638,2
2639,0
2640,1
2641,0
2642,1
2643,0
2644,1
2645,1
2646,0
2647,0
2648,1
2649,1
2650,1
2651,1
2652,1
2653,1
2654,1
2655,0
2656,1
2657,4
2658,1
2659,0
2660,0
2661,-1
2662,1
2663,1
2664,0
2665,0
2666,0
2667,1
2668,0
2669,1
2670,1
2671,0
2672,0
2673,0
2674,0
2675,0
2676,0
2677,0
2678,1
2679,0
2680,1
2681,1
2682,0
2683,1
2684,1
2685,0
2686,0
2687,0
2688,1
2689,1
2690,0
2691,0
2692,0
2693,0
2694,0
2695,0
2696,0
2697,0
2698,0
2699,0
2700,0
2701,0
2702,0
2703,0
2704,0
2705,0
2706,0
2707,0
2708,0
2709,1
2710,0
2711,0
2712,-1
2713,2
2714,1
2715,-1
2716,0
2717,0
2718,2
2719,0
2720,0
2721,0
2722,0
2723,1
2724,0
2725,0
2726,1
2727,0
2728,1
2729,0
2730,1
2731,0
2732,1
2733,1
2734,0
2735,1
2736,0
2737,1
2738,0
2739,0
2740,0
2741,0
2742,0
2743,0
2744,1
2745,0
2746,0
2747,0
2748,0
2749,0
2750,0
2751,1
2752,0
2753,0
2754,0
2755,0
2756,1
2757,0
2758,0
2759,0
2760,0
2761,0
2762,0
2763,0
2764,0
2765,0
2766,1
2767,0
2768,0
2769,0
2770,4
2771,6
2772,0
2773,0
2774,0
2775,0
2776,0
2777,0
2778,0
2779,0
2780,7
2781,0
2782,1
2783,1
2784,0
2785,0
2786,1
2787,0
2788,0
2789,0
2790,1
2791,0
2792,0
2793,0
2794,-1
2795,0
2796,0
2797,0
2798,2
2799,6
2800,6
2801,0
2802,0
2803,0
2804,0
2805,0
2806,0
2807,0
2808,0
2809,0
2810,1
2811,0
2812,0
2813,0
2814,0
2815,0
2816,0
2817,0
2818,0
2819,0
2820,0
2821,0
2822,0
2823,0
2824,1
2825,1
2826,0
2827,1
2828,0
2829,0
2830,0
2831,1
2832,0
2833,0
2834,0
2835,0
2836,1
2837,0
2838,0
2839,-1
2840,0
2841,0
2842,0
2843,0
2844,0
2845,0
2846,0
2847,1
2848,0
2849,0
2850,1
2851,0
2852,0
2853,1
2854,0
2855,0
2856,0
2857,1
2858,0
2859,0
2860,1
2861,0
2862,0
2863,1
2864,0
2865,1
2866,0
2867,0
2868,0
2869,0
2870,0
2871,1
2872,0
2873,0
2874,0
2875,0
2876,0
2877,0
2878,1
2879,0
2880,0
2881,0
2882,0
2883,0
2884,0
2885,0
2886,1
2887,0
2888,0
2889,0
2890,0
2891,1
2892,0
2893,-1
2894,1
2895,0
2896,0
2897,0
2898,1
2899,0
2900,0
2901,0
2902,0
2903,0
2904,0
2905,1
2906,0
2907,0
2908,1
2909,0
2910,0
2911,0
2912,0
2913,0
2914,0
2915,-1
2916,0
2917,0
2918,-1
2919,1
2920,0
2921,0
2922,0
2923,0
2924,0
2925,0
2926,0
2927,0
2928,0
2929,1
2930,0
2931,1
2932,1
2933,0
2934,0
2935,-1
2936,0
2937,0
2938,1
2939,0
2940,0
2941,1
2942,1
2943,0
2944,0
2945,0
2946,0
2947,0
2948,0
2949,0
2950,0
2951,0
2952,0
2953,1
2954,-1
2955,-1
2956,0
2957,0
2958,0
2959,0
2960,0
2961,0
2962,0
2963,1
2964,1
2965,0
2966,0
2967,0
2968,0
2969,0
2970,1
2971,0
2972,0
2973,1
2974,0
2975,1
2976,0
2977,1
